Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
C0172,P0017,Toys,80.51,2024-11-29 11:48:38.410071
C0172,P0026,Books,60.66,2024-08-18 11:48:38.410071
C0172,P0038,Groceries,34.46,2025-03-15 11:48:38.410071
C0172,P0021,Books,72.31,2025-01-02 11:48:38.410071
C0173,P0026,Books,53.97,2024-11-03 11:48:38.410071
C0173,P0011,Home & Kitchen,615.03,2025-01-30 11:48:38.410071
C0173,P0015,Clothing,290.27,2024-11-13 11:48:38.410071
C0173,P0032,Clothing,243.03,2025-02-28 11:48:38.410071
C0173,P0055,Clothing,133.47,2024-10-02 11:48:38.410071
C0173,P0009,Groceries,28.55,2024-11-24 11:48:38.410071
C0173,P0060,Home & Kitchen,407.31,2024-11-25 11:48:38.410071
C0173,P0027,Home & Kitchen,517.79,2025-02-10 11:48:38.410071
C0173,P0053,Clothing,212.92,2025-01-26 11:48:38.410071
C0173,P0006,Clothing,97.87,2024-09-22 11:48:38.410071
C0173,P0057,Clothing,145.21,2025-02-18 11:48:38.410071
C0173,P0015,Clothing,286.05,2024-11-25 11:48:38.410071
C0173,P0032,Clothing,221.49,2025-01-29 11:48:38.410071
C0173,P0034,Home & Kitchen,195.3,2025-03-13 11:48:38.410071
C0173,P0006,Clothing,119.43,2024-08-22 11:48:38.410071
C0173,P0058,Home & Kitchen,782.8,2024-11-12 11:48:38.410071
C0173,P0015,Clothing,235.47,2024-11-29 11:48:38.410071
C0174,P0055,Clothing,138.71,2025-02-01 11:48:38.410071
C0174,P0042,Groceries,27.21,2025-02-07 11:48:38.410071
C0174,P0010,Books,63.57,2025-01-13 11:48:38.410071
C0174,P0049,Electronics,1582.25,2024-08-27 11:48:38.410071
C0174,P0002,Books,34.04,2025-02-01 11:48:38.410071
C0175,P0003,Groceries,25.6,2025-01-23 11:48:38.410071
C0175,P0005,Books,27.72,2025-01-31 11:48:38.410071
C0175,P0002,Books,32.84,2025-01-26 11:48:38.410071
C0175,P0007,Groceries,5.35,2025-03-16 11:48:38.410071
C0175,P0056,Books,53.44,2024-09-30 11:48:38.410071
C0176,P0022,Electronics,620.8,2025-03-15 11:48:38.410071
C0176,P0025,Toys,53.06,2025-01-17 11:48:38.410071
C0176,P0031,Groceries,52.45,2024-10-08 11:48:38.410071
C0176,P0031,Groceries,52.28,2025-02-22 11:48:38.410071
C0176,P0040,Home & Kitchen,221.46,2025-02-09 11:48:38.410071
C0176,P0010,Books,79.9,2024-11-08 11:48:38.410071
C0176,P0019,Clothing,186.37,2025-01-16 11:48:38.410071
C0176,P0023,Home & Kitchen,84.63,2024-09-17 11:48:38.410071
C0176,P0008,Groceries,46.02,2024-12-02 11:48:38.410071
C0176,P0008,Groceries,40.8,2025-01-06 11:48:38.410071
C0176,P0001,Home & Kitchen,320.46,2025-01-13 11:48:38.410071
C0176,P0044,Groceries,52.24,2025-03-08 11:48:38.410071
C0176,P0003,Groceries,55.69,2024-09-27 11:48:38.410071
C0176,P0013,Toys,74.45,2024-09-07 11:48:38.410071
C0177,P0049,Electronics,1943.49,2024-09-09 11:48:38.410071
C0177,P0026,Books,47.71,2024-10-29 11:48:38.410071
C0177,P0054,Electronics,737.13,2025-03-08 11:48:38.410071
C0177,P0028,Electronics,1253.91,2024-09-19 11:48:38.410071
C0177,P0046,Electronics,895.9,2024-10-26 11:48:38.410071
C0177,P0005,Books,40.79,2024-10-18 11:48:38.410071
C0177,P0056,Books,77.24,2024-08-27 11:48:38.410071
C0177,P0046,Electronics,1563.95,2024-12-23 11:48:38.410071
C0177,P0054,Electronics,1020.62,2025-01-25 11:48:38.410071
C0177,P0037,Toys,60.28,2024-11-15 11:48:38.410071
C0177,P0028,Electronics,1233.93,2024-10-17 11:48:38.410071
C0177,P0017,Toys,73.99,2024-12-31 11:48:38.410071
C0177,P0046,Electronics,972.24,2025-02-28 11:48:38.410071
C0177,P0025,Toys,50.56,2024-12-14 11:48:38.410071
C0177,P0015,Clothing,192.17,2024-10-06 11:48:38.410071
C0177,P0051,Toys,39.11,2025-02-09 11:48:38.410071
C0177,P0002,Books,28.85,2024-09-27 11:48:38.410071
C0177,P0023,Home & Kitchen,82.98,2024-11-19 11:48:38.410071
C0177,P0029,Electronics,1305.18,2024-10-21 11:48:38.410071
C0178,P0034,Home & Kitchen,190.38,2025-02-28 11:48:38.410071
C0178,P0003,Groceries,81.25,2025-02-23 11:48:38.410071
C0178,P0028,Electronics,2867.99,2024-10-02 11:48:38.410071
C0178,P0046,Electronics,733.66,2024-12-20 11:48:38.410071
C0178,P0050,Home & Kitchen,795.07,2024-10-17 11:48:38.410071
C0178,P0047,Clothing,254.17,2025-01-13 11:48:38.410071
C0178,P0030,Groceries,20.49,2025-02-25 11:48:38.410071
C0178,P0030,Groceries,20.42,2024-09-15 11:48:38.410071
C0178,P0026,Books,83.14,2024-10-17 11:48:38.410071
C0178,P0010,Books,114.12,2024-11-22 11:48:38.410071
C0178,P0051,Toys,16.83,2025-01-14 11:48:38.410071
C0179,P0019,Clothing,125.49,2024-12-07 11:48:38.410071
C0179,P0051,Toys,14.75,2025-01-21 11:48:38.410071
C0179,P0019,Clothing,137.45,2024-11-21 11:48:38.410071
C0179,P0021,Books,51.63,2024-10-06 11:48:38.410071
C0179,P0030,Groceries,8.43,2024-10-08 11:48:38.410071
C0179,P0046,Electronics,300.38,2025-02-11 11:48:38.410071
C0179,P0017,Toys,69.99,2024-09-21 11:48:38.410071
C0179,P0041,Electronics,859.68,2024-12-13 11:48:38.410071
C0179,P0025,Toys,49.87,2024-11-13 11:48:38.410071
C0179,P0018,Toys,47.33,2025-01-19 11:48:38.410071
C0179,P0018,Toys,41.0,2025-01-28 11:48:38.410071
C0179,P0024,Clothing,26.68,2025-01-06 11:48:38.410071
C0179,P0053,Clothing,127.16,2024-12-29 11:48:38.410071
C0179,P0051,Toys,49.17,2024-10-12 11:48:38.410071
C0179,P0006,Clothing,95.51,2024-10-28 11:48:38.410071
C0179,P0024,Clothing,34.4,2025-02-22 11:48:38.410071
C0179,P0057,Clothing,77.98,2024-12-07 11:48:38.410071
C0179,P0019,Clothing,160.03,2025-01-16 11:48:38.410071
C0179,P0037,Toys,57.52,2024-08-19 11:48:38.410071
C0180,P0053,Clothing,115.9,2024-08-28 11:48:38.410071
C0180,P0003,Groceries,32.44,2024-12-25 11:48:38.410071
C0180,P0053,Clothing,123.38,2024-11-26 11:48:38.410071
C0180,P0015,Clothing,139.81,2025-02-12 11:48:38.410071
C0180,P0022,Electronics,645.43,2024-10-18 11:48:38.410071
C0180,P0052,Clothing,148.03,2024-08-21 11:48:38.410071
C0180,P0047,Clothing,121.94,2024-09-20 11:48:38.410071
C0180,P0011,Home & Kitchen,283.89,2025-01-30 11:48:38.410071
C0180,P0032,Clothing,93.97,2025-02-05 11:48:38.410071
C0181,P0057,Clothing,88.26,2024-12-13 11:48:38.410071
C0181,P0053,Clothing,87.39,2024-08-24 11:48:38.410071
C0181,P0052,Clothing,104.55,2024-09-22 11:48:38.410071
C0181,P0048,Home & Kitchen,117.64,2024-11-20 11:48:38.410071
C0181,P0003,Groceries,38.47,2025-01-27 11:48:38.410071
C0181,P0041,Electronics,1062.39,2024-09-05 11:48:38.410071
C0181,P0046,Electronics,268.0,2024-11-11 11:48:38.410071
C0181,P0014,Books,16.39,2024-12-05 11:48:38.410071
C0181,P0055,Clothing,135.5,2025-01-21 11:48:38.410071
C0181,P0058,Home & Kitchen,411.45,2024-10-10 11:48:38.410071
C0181,P0029,Electronics,1175.83,2025-01-23 11:48:38.410071
C0181,P0039,Home & Kitchen,383.89,2024-09-01 11:48:38.410071
C0181,P0027,Home & Kitchen,417.52,2025-02-06 11:48:38.410071
C0181,P0031,Groceries,36.78,2024-09-15 11:48:38.410071
C0181,P0022,Electronics,544.36,2025-01-23 11:48:38.410071
C0181,P0055,Clothing,151.08,2024-10-01 11:48:38.410071
C0181,P0009,Groceries,11.43,2025-01-08 11:48:38.410071
C0181,P0009,Groceries,20.87,2024-11-11 11:48:38.410071
C0182,P0041,Electronics,899.97,2025-01-31 11:48:38.410071
C0182,P0046,Electronics,1024.89,2025-02-26 11:48:38.410071
C0182,P0024,Clothing,51.25,2025-02-13 11:48:38.410071
C0182,P0024,Clothing,33.12,2025-02-28 11:48:38.410071
C0182,P0046,Electronics,845.57,2024-10-25 11:48:38.410071
C0182,P0022,Electronics,362.61,2024-10-27 11:48:38.410071
C0182,P0051,Toys,26.97,2024-11-14 11:48:38.410071
C0182,P0015,Clothing,121.67,2024-12-30 11:48:38.410071
C0182,P0045,Books,12.51,2025-01-01 11:48:38.410071
C0182,P0046,Electronics,552.42,2024-12-11 11:48:38.410071
C0182,P0049,Electronics,1408.85,2025-02-06 11:48:38.410071
C0182,P0028,Electronics,1292.24,2024-09-03 11:48:38.410071
C0182,P0022,Electronics,369.25,2024-12-13 11:48:38.410071
C0182,P0014,Books,16.42,2024-10-02 11:48:38.410071
C0182,P0015,Clothing,109.13,2024-09-06 11:48:38.410071
C0182,P0049,Electronics,1228.63,2024-09-15 11:48:38.410071
C0182,P0010,Books,49.2,2024-09-25 11:48:38.410071
C0183,P0003,Groceries,43.94,2025-01-25 11:48:38.410071
C0183,P0018,Toys,55.47,2025-02-08 11:48:38.410071
C0183,P0051,Toys,64.42,2024-12-03 11:48:38.410071
C0183,P0012,Groceries,19.5,2024-08-23 11:48:38.410071
C0183,P0009,Groceries,41.26,2024-08-23 11:48:38.410071
C0183,P0048,Home & Kitchen,142.39,2024-12-29 11:48:38.410071
C0183,P0027,Home & Kitchen,497.68,2025-01-13 11:48:38.410071
C0183,P0027,Home & Kitchen,408.85,2025-03-07 11:48:38.410071
C0183,P0051,Toys,43.02,2025-02-04 11:48:38.410071
C0183,P0016,Home & Kitchen,608.37,2025-01-10 11:48:38.410071
C0184,P0028,Electronics,2773.09,2024-11-04 11:48:38.410071
C0184,P0041,Electronics,1804.52,2024-10-15 11:48:38.410071
C0184,P0002,Books,48.61,2024-10-30 11:48:38.410071
C0184,P0041,Electronics,2147.9,2024-10-29 11:48:38.410071
C0184,P0005,Books,64.71,2025-01-23 11:48:38.410071
C0184,P0019,Clothing,319.74,2024-10-30 11:48:38.410071
C0184,P0019,Clothing,240.86,2025-02-15 11:48:38.410071
C0184,P0022,Electronics,1638.91,2024-09-16 11:48:38.410071
C0184,P0005,Books,63.67,2025-01-12 11:48:38.410071
C0184,P0028,Electronics,2053.91,2024-11-20 11:48:38.410071
C0184,P0002,Books,65.62,2025-02-15 11:48:38.410071
C0184,P0016,Home & Kitchen,658.43,2024-11-14 11:48:38.410071
C0184,P0005,Books,64.03,2025-01-03 11:48:38.410071
C0184,P0060,Home & Kitchen,424.36,2024-09-18 11:48:38.410071
C0184,P0054,Electronics,680.33,2024-12-23 11:48:38.410071
C0184,P0021,Books,97.76,2024-12-13 11:48:38.410071
C0185,P0055,Clothing,375.26,2025-02-23 11:48:38.410071
C0185,P0014,Books,29.7,2024-11-10 11:48:38.410071
C0185,P0058,Home & Kitchen,931.45,2024-10-31 11:48:38.410071
C0185,P0005,Books,66.9,2025-01-11 11:48:38.410071
C0185,P0043,Books,70.94,2025-02-20 11:48:38.410071
C0185,P0043,Books,87.66,2024-09-15 11:48:38.410071
C0185,P0045,Books,22.41,2024-09-22 11:48:38.410071
C0185,P0026,Books,75.17,2024-08-24 11:48:38.410071
C0185,P0041,Electronics,1847.16,2024-10-13 11:48:38.410071
C0185,P0002,Books,65.55,2024-11-09 11:48:38.410071
C0185,P0040,Home & Kitchen,311.34,2024-10-06 11:48:38.410071
C0186,P0035,Toys,39.84,2025-03-06 11:48:38.410071
C0186,P0055,Clothing,288.59,2024-09-08 11:48:38.410071
C0186,P0015,Clothing,275.51,2025-02-07 11:48:38.410071
C0186,P0024,Clothing,77.85,2024-11-26 11:48:38.410071
C0186,P0046,Electronics,1329.17,2025-01-19 11:48:38.410071
C0186,P0049,Electronics,2489.06,2024-09-01 11:48:38.410071
C0187,P0049,Electronics,1134.96,2024-09-24 11:48:38.410071
C0187,P0033,Home & Kitchen,242.56,2024-11-20 11:48:38.410071
C0187,P0027,Home & Kitchen,161.29,2024-10-29 11:48:38.410071
C0187,P0017,Toys,28.81,2024-12-10 11:48:38.410071
C0187,P0031,Groceries,28.94,2024-12-09 11:48:38.410071
C0187,P0028,Electronics,994.25,2024-10-30 11:48:38.410071
C0187,P0052,Clothing,72.26,2024-12-04 11:48:38.410071
C0187,P0040,Home & Kitchen,78.74,2025-01-15 11:48:38.410071
C0187,P0032,Clothing,82.06,2024-10-10 11:48:38.410071
C0187,P0047,Clothing,78.51,2024-12-30 11:48:38.410071
C0187,P0037,Toys,34.38,2025-01-16 11:48:38.410071
C0187,P0048,Home & Kitchen,136.84,2024-11-30 11:48:38.410071
C0187,P0008,Groceries,21.26,2024-12-02 11:48:38.410071
C0187,P0057,Clothing,62.54,2025-02-15 11:48:38.410071
C0187,P0010,Books,39.23,2024-09-22 11:48:38.410071
C0187,P0032,Clothing,86.4,2024-11-23 11:48:38.410071
C0187,P0014,Books,12.39,2024-08-28 11:48:38.410071
C0187,P0041,Electronics,681.5,2024-11-03 11:48:38.410071
C0187,P0025,Toys,25.74,2024-12-14 11:48:38.410071
C0187,P0008,Groceries,18.33,2024-08-18 11:48:38.410071
C0187,P0038,Groceries,16.73,2025-01-28 11:48:38.410071
C0187,P0060,Home & Kitchen,158.67,2025-02-04 11:48:38.410071
C0187,P0034,Home & Kitchen,73.04,2024-10-02 11:48:38.410071
C0187,P0028,Electronics,653.62,2025-01-30 11:48:38.410071
C0188,P0014,Books,20.2,2025-03-01 11:48:38.410071
C0188,P0057,Clothing,121.32,2024-09-04 11:48:38.410071
C0188,P0051,Toys,47.51,2025-01-13 11:48:38.410071
C0189,P0051,Toys,82.66,2024-10-23 11:48:38.410071
C0189,P0004,Books,91.75,2025-03-15 11:48:38.410071
C0189,P0013,Toys,87.57,2025-02-21 11:48:38.410071
C0189,P0056,Books,89.35,2024-09-28 11:48:38.410071
C0189,P0053,Clothing,188.84,2024-11-07 11:48:38.410071
C0189,P0036,Toys,36.66,2024-09-21 11:48:38.410071
C0189,P0036,Toys,58.84,2024-10-26 11:48:38.410071
C0189,P0002,Books,39.83,2024-11-17 11:48:38.410071
C0189,P0004,Books,92.39,2024-12-31 11:48:38.410071
C0189,P0048,Home & Kitchen,104.43,2025-03-02 11:48:38.410071
C0189,P0018,Toys,58.63,2024-09-11 11:48:38.410071
C0189,P0032,Clothing,149.01,2024-11-06 11:48:38.410071
C0189,P0030,Groceries,11.63,2025-02-12 11:48:38.410071
C0189,P0021,Books,75.25,2025-01-13 11:48:38.410071
C0189,P0005,Books,47.83,2024-08-21 11:48:38.410071
C0189,P0043,Books,53.17,2024-11-21 11:48:38.410071
C0190,P0007,Groceries,2.64,2024-09-28 11:48:38.410071
C0190,P0009,Groceries,19.13,2024-12-24 11:48:38.410071
C0190,P0042,Groceries,24.49,2025-03-09 11:48:38.410071
C0190,P0017,Toys,34.3,2024-12-30 11:48:38.410071
C0190,P0015,Clothing,105.9,2024-09-06 11:48:38.410071
C0190,P0043,Books,24.04,2024-08-22 11:48:38.410071
C0190,P0021,Books,33.91,2025-02-10 11:48:38.410071
C0191,P0036,Toys,41.31,2024-12-09 11:48:38.410071
C0191,P0013,Toys,95.23,2024-11-03 11:48:38.410071
C0191,P0009,Groceries,18.36,2024-09-17 11:48:38.410071
C0191,P0008,Groceries,52.34,2025-02-11 11:48:38.410071
C0191,P0016,Home & Kitchen,503.23,2024-11-04 11:48:38.410071
C0191,P0031,Groceries,65.35,2024-09-07 11:48:38.410071
C0191,P0017,Toys,56.7,2025-03-06 11:48:38.410071
C0191,P0043,Books,66.92,2025-03-04 11:48:38.410071
C0191,P0025,Toys,61.66,2024-08-28 11:48:38.410071
C0191,P0055,Clothing,225.71,2025-03-09 11:48:38.410071
C0191,P0017,Toys,117.46,2024-12-16 11:48:38.410071
C0191,P0007,Groceries,7.55,2024-08-29 11:48:38.410071
C0191,P0058,Home & Kitchen,530.23,2024-08-20 11:48:38.410071
C0192,P0056,Books,120.98,2024-09-18 11:48:38.410071
C0192,P0005,Books,63.85,2024-10-08 11:48:38.410071
C0192,P0004,Books,119.97,2024-08-25 11:48:38.410071
C0192,P0035,Toys,68.16,2025-02-25 11:48:38.410071
C0192,P0021,Books,96.72,2024-11-15 11:48:38.410071
C0192,P0056,Books,121.67,2024-12-24 11:48:38.410071
C0192,P0011,Home & Kitchen,568.55,2025-01-10 11:48:38.410071
C0192,P0002,Books,60.46,2025-01-13 11:48:38.410071
C0192,P0010,Books,109.42,2025-02-17 11:48:38.410071
C0192,P0060,Home & Kitchen,478.53,2024-09-30 11:48:38.410071
C0192,P0050,Home & Kitchen,669.27,2024-08-19 11:48:38.410071
C0192,P0060,Home & Kitchen,458.39,2024-10-11 11:48:38.410071
C0192,P0053,Clothing,153.45,2025-02-15 11:48:38.410071
C0192,P0005,Books,62.97,2025-01-15 11:48:38.410071
C0192,P0018,Toys,94.47,2024-09-14 11:48:38.410071
C0192,P0026,Books,60.96,2024-11-23 11:48:38.410071
C0192,P0026,Books,58.11,2024-10-15 11:48:38.410071
C0193,P0017,Toys,81.21,2024-11-06 11:48:38.410071
C0193,P0019,Clothing,215.27,2024-12-29 11:48:38.410071
C0193,P0035,Toys,44.97,2024-11-18 11:48:38.410071
C0193,P0004,Books,96.4,2024-08-28 11:48:38.410071
C0193,P0026,Books,50.09,2024-09-16 11:48:38.410071
C0193,P0012,Groceries,24.94,2025-01-18 11:48:38.410071
C0193,P0010,Books,86.95,2024-12-09 11:48:38.410071
C0193,P0054,Electronics,860.27,2024-10-31 11:48:38.410071
C0193,P0051,Toys,84.21,2024-09-04 11:48:38.410071
C0193,P0019,Clothing,178.32,2024-11-20 11:48:38.410071
C0193,P0051,Toys,62.66,2025-02-06 11:48:38.410071
C0193,P0034,Home & Kitchen,154.08,2024-11-27 11:48:38.410071
C0193,P0015,Clothing,189.53,2025-02-07 11:48:38.410071
C0193,P0026,Books,59.29,2024-11-27 11:48:38.410071
C0193,P0019,Clothing,182.29,2024-09-13 11:48:38.410071
C0193,P0036,Toys,41.98,2024-10-07 11:48:38.410071
C0193,P0017,Toys,64.94,2024-11-29 11:48:38.410071
C0194,P0051,Toys,35.6,2024-12-04 11:48:38.410071
C0194,P0054,Electronics,1195.29,2025-02-16 11:48:38.410071
C0194,P0037,Toys,92.1,2024-10-26 11:48:38.410071
C0194,P0037,Toys,102.55,2025-02-04 11:48:38.410071
C0194,P0035,Toys,40.62,2024-12-26 11:48:38.410071
C0194,P0022,Electronics,785.81,2024-12-12 11:48:38.410071
C0194,P0043,Books,59.77,2024-12-21 11:48:38.410071
C0194,P0013,Toys,94.88,2024-09-21 11:48:38.410071
C0194,P0015,Clothing,250.12,2024-08-31 11:48:38.410071
C0194,P0016,Home & Kitchen,600.24,2024-08-24 11:48:38.410071
C0194,P0021,Books,88.72,2025-02-07 11:48:38.410071
C0194,P0017,Toys,117.27,2025-01-24 11:48:38.410071
C0194,P0051,Toys,83.44,2025-02-03 11:48:38.410071
C0195,P0012,Groceries,12.77,2024-10-08 11:48:38.410071
C0195,P0042,Groceries,21.56,2024-12-21 11:48:38.410071
C0195,P0055,Clothing,106.79,2024-11-13 11:48:38.410071
C0195,P0013,Toys,48.65,2025-03-01 11:48:38.410071
C0195,P0037,Toys,41.99,2024-09-17 11:48:38.410071
C0195,P0051,Toys,23.52,2024-11-22 11:48:38.410071
C0196,P0005,Books,16.9,2024-08-26 11:48:38.410071
C0196,P0012,Groceries,8.93,2025-03-05 11:48:38.410071
C0196,P0043,Books,18.89,2024-09-29 11:48:38.410071
C0196,P0031,Groceries,19.87,2024-11-05 11:48:38.410071
C0196,P0044,Groceries,20.21,2024-09-15 11:48:38.410071
C0196,P0039,Home & Kitchen,190.39,2025-02-02 11:48:38.410071
C0196,P0041,Electronics,491.84,2025-01-11 11:48:38.410071
C0196,P0046,Electronics,153.18,2024-09-27 11:48:38.410071
C0196,P0038,Groceries,14.88,2024-10-24 11:48:38.410071
C0196,P0044,Groceries,20.21,2024-11-22 11:48:38.410071
C0196,P0014,Books,6.95,2025-03-02 11:48:38.410071
C0196,P0046,Electronics,147.28,2024-08-25 11:48:38.410071
C0196,P0029,Electronics,661.42,2024-11-19 11:48:38.410071
C0196,P0022,Electronics,378.61,2025-01-14 11:48:38.410071
C0196,P0029,Electronics,397.04,2025-01-25 11:48:38.410071
C0196,P0029,Electronics,773.83,2024-12-05 11:48:38.410071
C0196,P0027,Home & Kitchen,64.91,2024-12-01 11:48:38.410071
C0196,P0009,Groceries,7.17,2024-10-19 11:48:38.410071
C0196,P0040,Home & Kitchen,58.27,2024-11-05 11:48:38.410071
C0196,P0017,Toys,36.6,2025-02-10 11:48:38.410071
C0196,P0027,Home & Kitchen,85.87,2024-09-16 11:48:38.410071
C0196,P0029,Electronics,185.53,2025-01-02 11:48:38.410071
C0196,P0054,Electronics,285.88,2025-02-02 11:48:38.410071
C0196,P0026,Books,16.64,2024-12-27 11:48:38.410071
C0197,P0053,Clothing,181.65,2025-02-12 11:48:38.410071
C0197,P0026,Books,66.06,2024-11-07 11:48:38.410071
C0197,P0056,Books,110.71,2024-11-08 11:48:38.410071
C0197,P0017,Toys,113.3,2024-12-21 11:48:38.410071
C0197,P0036,Toys,80.68,2024-10-09 11:48:38.410071
C0197,P0047,Clothing,209.58,2025-03-13 11:48:38.410071
C0197,P0047,Clothing,261.48,2024-11-02 11:48:38.410071
C0197,P0051,Toys,69.8,2024-10-08 11:48:38.410071
C0197,P0015,Clothing,282.75,2025-03-07 11:48:38.410071
C0197,P0028,Electronics,1984.27,2025-01-02 11:48:38.410071
C0198,P0014,Books,29.54,2024-08-30 11:48:38.410071
C0198,P0010,Books,87.09,2024-11-28 11:48:38.410071
C0198,P0017,Toys,90.12,2024-09-10 11:48:38.410071
C0198,P0004,Books,97.68,2024-10-26 11:48:38.410071
C0198,P0053,Clothing,131.43,2024-12-31 11:48:38.410071
C0198,P0017,Toys,94.29,2024-11-14 11:48:38.410071
C0198,P0035,Toys,42.07,2024-11-03 11:48:38.410071
C0198,P0021,Books,77.24,2025-01-03 11:48:38.410071
C0198,P0032,Clothing,200.02,2024-11-28 11:48:38.410071
C0198,P0042,Groceries,38.58,2024-12-12 11:48:38.410071
C0198,P0045,Books,21.9,2024-08-22 11:48:38.410071
C0198,P0041,Electronics,1349.27,2025-01-12 11:48:38.410071
C0198,P0053,Clothing,107.55,2025-03-16 11:48:38.410071
C0198,P0037,Toys,88.33,2025-01-28 11:48:38.410071
C0198,P0002,Books,48.03,2025-02-20 11:48:38.410071
C0198,P0038,Groceries,37.45,2024-11-19 11:48:38.410071
C0198,P0049,Electronics,2433.05,2024-09-25 11:48:38.410071
C0198,P0059,Home & Kitchen,338.53,2024-11-02 11:48:38.410071
C0198,P0017,Toys,93.06,2024-11-07 11:48:38.410071
C0198,P0032,Clothing,224.14,2024-12-01 11:48:38.410071
C0199,P0028,Electronics,1339.52,2025-01-30 11:48:38.410071
C0199,P0025,Toys,52.88,2025-01-18 11:48:38.410071
C0199,P0018,Toys,36.53,2024-09-16 11:48:38.410071
C0199,P0035,Toys,34.36,2024-10-19 11:48:38.410071
C0199,P0041,Electronics,1160.4,2025-01-08 11:48:38.410071
C0199,P0024,Clothing,37.45,2024-08-27 11:48:38.410071
C0199,P0013,Toys,67.84,2024-09-21 11:48:38.410071
C0199,P0029,Electronics,1364.27,2025-03-11 11:48:38.410071
C0199,P0013,Toys,75.36,2024-10-02 11:48:38.410071
C0199,P0003,Groceries,32.58,2024-12-20 11:48:38.410071
C0199,P0029,Electronics,1279.86,2024-09-08 11:48:38.410071
C0199,P0037,Toys,70.44,2024-09-03 11:48:38.410071
C0199,P0017,Toys,61.38,2025-02-05 11:48:38.410071
C0199,P0018,Toys,38.17,2025-02-19 11:48:38.410071
C0199,P0049,Electronics,1880.65,2025-01-11 11:48:38.410071
C0199,P0046,Electronics,1179.08,2024-09-17 11:48:38.410071
C0199,P0035,Toys,34.97,2025-01-13 11:48:38.410071
C0199,P0010,Books,69.87,2024-09-10 11:48:38.410071
C0199,P0054,Electronics,585.5,2025-03-03 11:48:38.410071
C0199,P0049,Electronics,1837.95,2025-01-14 11:48:38.410071
C0199,P0049,Electronics,1778.32,2025-02-25 11:48:38.410071
C0199,P0025,Toys,47.96,2024-12-04 11:48:38.410071
C0199,P0025,Toys,63.47,2024-10-01 11:48:38.410071
C0200,P0037,Toys,56.62,2024-12-08 11:48:38.410071
C0200,P0003,Groceries,36.93,2025-01-15 11:48:38.410071
C0200,P0017,Toys,51.08,2024-11-21 11:48:38.410071
C0200,P0038,Groceries,33.14,2024-12-04 11:48:38.410071
C0201,P0060,Home & Kitchen,133.24,2024-10-28 11:48:38.410071
C0201,P0036,Toys,23.33,2024-09-24 11:48:38.410071
C0201,P0012,Groceries,6.65,2024-11-20 11:48:38.410071
C0201,P0003,Groceries,20.78,2025-01-20 11:48:38.410071
C0201,P0006,Clothing,49.66,2025-02-03 11:48:38.410071
C0201,P0024,Clothing,18.63,2025-03-07 11:48:38.410071
C0201,P0014,Books,8.66,2024-11-24 11:48:38.410071
C0201,P0021,Books,27.67,2025-02-13 11:48:38.410071
C0201,P0017,Toys,29.93,2025-02-09 11:48:38.410071
C0201,P0059,Home & Kitchen,118.54,2024-10-17 11:48:38.410071
C0201,P0026,Books,22.44,2024-08-20 11:48:38.410071
C0201,P0029,Electronics,226.71,2024-10-22 11:48:38.410071
C0201,P0024,Clothing,19.77,2025-03-16 11:48:38.410071
C0201,P0051,Toys,20.66,2024-09-28 11:48:38.410071
C0201,P0052,Clothing,74.16,2025-03-13 11:48:38.410071
C0201,P0004,Books,34.38,2024-10-27 11:48:38.410071
C0202,P0053,Clothing,217.36,2024-12-21 11:48:38.410071
C0202,P0031,Groceries,79.66,2024-11-11 11:48:38.410071
C0202,P0007,Groceries,18.02,2025-03-15 11:48:38.410071
C0202,P0032,Clothing,226.79,2025-02-12 11:48:38.410071
C0202,P0052,Clothing,241.94,2024-11-16 11:48:38.410071
C0203,P0036,Toys,65.01,2025-03-14 11:48:38.410071
C0203,P0058,Home & Kitchen,495.37,2024-08-25 11:48:38.410071
C0203,P0019,Clothing,225.44,2025-01-29 11:48:38.410071
C0203,P0018,Toys,36.71,2025-03-08 11:48:38.410071
C0203,P0032,Clothing,161.97,2024-10-08 11:48:38.410071
C0203,P0017,Toys,59.67,2024-09-08 11:48:38.410071
C0203,P0005,Books,51.35,2024-12-28 11:48:38.410071
C0203,P0041,Electronics,1614.96,2025-02-09 11:48:38.410071
C0203,P0051,Toys,47.0,2024-11-07 11:48:38.410071
C0203,P0005,Books,49.57,2025-02-22 11:48:38.410071
C0203,P0040,Home & Kitchen,282.02,2025-02-09 11:48:38.410071
C0203,P0023,Home & Kitchen,101.26,2025-03-10 11:48:38.410071
C0203,P0027,Home & Kitchen,263.07,2024-12-02 11:48:38.410071
C0203,P0044,Groceries,55.12,2024-11-22 11:48:38.410071
C0204,P0055,Clothing,149.78,2024-08-23 11:48:38.410071
C0204,P0009,Groceries,30.66,2025-01-25 11:48:38.410071
C0204,P0009,Groceries,14.89,2024-12-14 11:48:38.410071
C0204,P0001,Home & Kitchen,233.59,2024-09-30 11:48:38.410071
C0204,P0040,Home & Kitchen,132.53,2024-12-05 11:48:38.410071
C0204,P0030,Groceries,9.36,2024-09-09 11:48:38.410071
C0204,P0011,Home & Kitchen,287.89,2025-01-10 11:48:38.410071
C0204,P0026,Books,40.54,2024-12-30 11:48:38.410071
C0205,P0059,Home & Kitchen,387.49,2024-12-12 11:48:38.410071
C0205,P0020,Home & Kitchen,527.67,2024-09-17 11:48:38.410071
